,reg,location,filename,wmo_code,lat,lon,alt
0,AB,Fucino,ITA_AB_Fucino.162270_TMYx.2007-2021.epw,162270,41.9783,13.6053,651.0
0,AB,Gran.Sasso.Mtn.Rng,ITA_AB_Gran.Sasso.Mtn.Rng.162290_TMYx.epw,162290,42.45,13.55,2138.0
0,AB,Pescara.Abruzzo.AP,ITA_AB_Pescara.Abruzzo.AP.162300_TMYx.2007-2021.epw,162300,42.4372,14.1872,11.0
0,AB,Preturo,ITA_AB_Preturo.162280_TMYx.epw,162280,42.367,13.3,667.0
0,BC,Latronico,ITA_BC_Latronico.163160_TMYx.2007-2021.epw,163160,40.0875,16.0136,896.0
0,BC,Potenza,ITA_BC_Potenza.163000_TMYx.epw,163000,40.633,15.8,843.0
0,CM,Cape.Palinuro,ITA_CM_Cape.Palinuro.163100_TMYx.2007-2021.epw,163100,40.025,15.2803,185.0
0,CM,Capri.Island,ITA_CM_Capri.Island.162940_TMYx.2007-2021.epw,162940,40.5578,14.2019,161.0
0,CM,Caserta,ITA_CM_Caserta.162880_TMYx.2007-2021.epw,162880,41.0708,14.3236,63.0
0,CM,Grazzanise.AB,ITA_CM_Grazzanise.AB.162530_TMYx.2007-2021.epw,162530,41.0606,14.0789,10.0
0,CM,Napoli-Capodichino.AP,ITA_CM_Napoli-Capodichino.AP.162890_TMYx.2007-2021.epw,162890,40.884,14.291,72.0
0,CM,Salerno-Pontecagnano.AP,ITA_CM_Salerno-Pontecagnano.AP.162920_TMYx.2007-2021.epw,162920,40.617,14.917,39.0
0,CM,Trevico,ITA_CM_Trevico.162630_TMYx.2007-2021.epw,162630,41.0467,15.2328,1093.0
0,CL,Bonifati,ITA_CL_Bonifati.163370_TMYx.2007-2021.epw,163370,39.5847,15.8914,485.0
0,CL,Cape.Spartivento,ITA_CL_Cape.Spartivento.164690_TMYx.2007-2021.epw,164690,37.9258,16.0606,119.0
0,CL,Catanzaro,ITA_CL_Catanzaro.163650_TMYx.2007-2021.epw,163650,38.9053,16.5953,334.0
0,CL,Crotone-S-Anna.AP,ITA_CL_Crotone-S-Anna.AP.163500_TMYx.2007-2021.epw,163500,38.9967,17.0792,161.0
0,CL,Lamezia.Terme.Intl.AP,ITA_CL_Lamezia.Terme.Intl.AP.163620_TMYx.2007-2021.epw,163620,38.9083,16.2417,16.0
0,CL,Reggio.di.Calabria-Minniti.AP,ITA_CL_Reggio.di.Calabria-Minniti.AP.164220_TMYx.2007-2021.epw,164220,38.0719,15.6536,21.0
0,CL,Scuro.Mtn,ITA_CL_Scuro.Mtn.163440_TMYx.2007-2021.epw,163440,39.3306,16.3964,1677.0
0,CL,Serralta.di.S.Vito,ITA_CL_Serralta.di.S.Vito.163640_TMYx.2007-2021.epw,163640,38.7556,16.3683,998.0
0,ER,Bologna-Marconi.AP,ITA_ER_Bologna-Marconi.AP.161400_TMYx.2007-2021.epw,161400,44.5308,11.2969,37.0
0,ER,Cervia.AB,ITA_ER_Cervia.AB.161480_TMYx.2007-2021.epw,161480,44.224,12.307,10.0
0,ER,Cimone.Mtn,ITA_ER_Cimone.Mtn.161340_TMYx.2007-2021.epw,161340,44.1936,10.7,2173.0
0,ER,Cisa.Pass,ITA_ER_Cisa.Pass.161240_TMYx.2007-2021.epw,161240,44.472,9.9286,1040.0
0,ER,Ferrara.AP,ITA_ER_Ferrara.AP.161380_TMYx.2007-2021.epw,161380,44.8156,11.6125,10.0
0,ER,Forli.AP,ITA_ER_Forli.AP.161470_TMYx.2007-2021.epw,161470,44.1956,12.0697,32.0
0,ER,Modena,ITA_ER_Modena.161280_TMYx.epw,161280,44.65,10.95,33.0
0,ER,Parma-Verdi.AP,ITA_ER_Parma-Verdi.AP.161300_TMYx.2007-2021.epw,161300,44.8172,10.2969,52.0
0,ER,Piacenza-San.Damiano.AB,ITA_ER_Piacenza-San.Damiano.AB.160840_TMYx.2007-2021.epw,160840,44.9092,9.7278,138.0
0,ER,Punta.Marina,ITA_ER_Punta.Marina.161460_TMYx.2007-2021.epw,161460,44.4414,12.2961,6.0
0,ER,Rimini-Fellini.AP,ITA_ER_Rimini-Fellini.AP.161490_TMYx.2007-2021.epw,161490,44.0244,12.6128,13.0
0,FV,Aviano.AFB,ITA_FV_Aviano.AFB.160360_TMYx.2007-2021.epw,160370,46.0303,12.5992,115.0
0,FV,Gorizia,ITA_FV_Gorizia.160455_TMYx.epw,160455,45.95,13.633,63.0
0,FV,Tarvisio,ITA_FV_Tarvisio.160400_TMYx.2007-2021.epw,160400,46.5056,13.5861,778.0
0,FV,Trieste-Friuli.Venezia.Guilia.AP,ITA_FV_Trieste-Friuli.Venezia.Guilia.AP.161080_TMYx.2007-2021.epw,161080,45.8275,13.4722,11.0
0,FV,Trieste,ITA_FV_Trieste.161100_TMYx.2007-2021.epw,161100,45.6769,13.7547,3.5
0,FV,Udine-Rivolto.AB,ITA_FV_Udine-Rivolto.AB.160450_TMYx.2007-2021.epw,160450,45.98109,13.04907,55.0
0,FV,Udine.Campoformido.AF,ITA_FV_Udine.Campoformido.AF.160440_TMYx.epw,160440,46.033,13.183,94.0
0,LZ,Cape.Circeo,ITA_LZ_Cape.Circeo.162490_TMYx.2007-2021.epw,162490,41.2508,13.1186,4.0
0,LZ,Civitavecchia,ITA_LZ_Civitavecchia.162140_TMYx.2007-2021.epw,162140,42.0328,11.8331,4.4
0,LZ,Guidonia.AB,ITA_LZ_Guidonia.AB.162340_TMYx.2007-2021.epw,162340,41.9967,12.7344,88.9
0,LZ,Isola.di.Ponza,ITA_LZ_Isola.di.Ponza.162800_TMYx.2007-2021.epw,162800,40.9119,12.9569,185.0
0,LZ,Latina.AP,ITA_LZ_Latina.AP.162430_TMYx.2007-2021.epw,162430,41.5458,12.9097,26.3
0,LZ,Orte,ITA_LZ_Orte.162170_TMYx.epw,162170,42.4714,12.3422,76.0
0,LZ,Pratica.di.Mare.AB,ITA_LZ_Pratica.di.Mare.AB.162450_TMYx.2007-2021.epw,162450,41.6556,12.4481,21.5
0,LZ,Rieti.AF,ITA_LZ_Rieti.AF.162210_TMYx.2007-2021.epw,162210,42.4267,12.85,389.0
